"model","factor","go_id","term","k","K","m","N","p","p_adj","genes"
"c = Inf","k12","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide",6,50,66,17359,3.33708747110808e-08,1.15062776003807e-05,"Cxcl5, Cxcl9, Cxcl10, Gapdh, Ccl2, Fau"
"c = Inf","k12","GO:0060326","cell chemotaxis",9,50,269,17359,6.48248358624263e-08,1.86263361711372e-05,"Tmsb4x, Cxcl5, Cxcl1, Cxcl9, Cxcl10, Spp1, Calr, Ppia, Ccl2"
"c = Inf","k12","GO:0030595","leukocyte chemotaxis",8,50,197,17359,8.51882558430356e-08,2.09806504390562e-05,"Cxcl5, Cxcl1, Cxcl9, Cxcl10, Spp1, Calr, Ppia, Ccl2"
"c = Inf","k12","GO:0097530","granulocyte migration",7,50,137,17359,1.23045333549395e-07,2.65162693798946e-05,"Cxcl5, Cxcl1, Cxcl9, Cxcl10, Spp1, Ppia, Ccl2"
"c = Inf","k12","GO:0019730","antimicrobial humoral response",6,50,90,17359,2.17037950102518e-07,4.15748251085268e-05,"Cxcl5, Cxcl9, Cxcl10, Gapdh, Ccl2, Fau"
"c = Inf","k12","GO:0030199","collagen fibril organization",5,50,62,17359,9.23274677181626e-07,0.000159172554346112,"Col3a1, Col5a2, Col1a2, Serpinh1, Col1a1"
"c = Inf","k13","GO:0016486","peptide hormone processing",5,50,32,17359,3.06574333904431e-08,3.83213950348078e-05,"Scg5, Pcsk2, Pcsk1n, Cpe, Ctsl"
"c = Inf","k13","GO:0140448","signaling receptor ligand precursor processing",5,50,36,17359,5.68988790420309e-08,3.83213950348078e-05,"Scg5, Pcsk2, Pcsk1n, Cpe, Ctsl"
"c = Inf","k13","GO:0031341","regulation of cell killing",5,50,97,17359,8.52526327915674e-06,0.00382784321234137,"Clu, Hspa8, H2-K1, H2-D1, Hsp90ab1"
"c = Inf","k13","GO:1903019","negative regulation of glycoprotein metabolic process",3,50,17,17359,1.48615171075197e-05,0.00483625495025999,"Itm2c, Cst3, Itm2b"
"c = Inf","k13","GO:0001906","cell killing",6,50,192,17359,1.79519485904231e-05,0.00483625495025999,"Gbp2, Clu, Hspa8, H2-K1, H2-D1, Hsp90ab1"
"c = Inf","k13","GO:0042445","hormone metabolic process",6,50,209,17359,2.89682514480452e-05,0.00578009249419722,"Scg5, Pcsk2, Pcsk1n, Spp1, Cpe, Ctsl"
"c = Inf","k13","GO:0007218","neuropeptide signaling pathway",4,50,62,17359,3.00376001925617e-05,0.00578009249419722,"Scg5, Pcsk1n, Ppy, Pyy"
"c = Inf","k13","GO:0030162","regulation of proteolysis",7,50,356,17359,6.72787851777337e-05,0.0113280654543009,"Cst3, Oaz1, Clu, Hspa8, Rack1, Ubb, Hsp90ab1"
"c = Inf","k13","GO:0051541","elastin metabolic process",2,50,5,17359,8.08607729502398e-05,0.0121021623515526,"Cst3, Ctsl"
"c = Inf","k13","GO:0001916","positive regulation of T cell mediated cytotoxicity",3,50,34,17359,0.000126347206408257,0.0170189687031922,"Hspa8, H2-K1, H2-D1"
